epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,1096.69,0.83422,2.44631,0.87385,0.70615,0.36663,0.44103,0.36056,0.72532,2.59035,0.84874,4.36884e-05,4.36884e-05,4.36884e-05
131,1102.12,0.87468,2.46445,0.89749,0.70615,0.36663,0.44103,0.36056,0.72532,2.59035,0.84874,4.1748e-05,4.1748e-05,4.1748e-05
132,1107.8,0.83599,2.36556,0.90301,0.70563,0.37904,0.44461,0.36325,0.72511,2.53755,0.84858,3.98076e-05,3.98076e-05,3.98076e-05
133,1113.54,0.91443,2.38719,0.8879,0.70563,0.37904,0.44461,0.36325,0.72511,2.53755,0.84858,3.78672e-05,3.78672e-05,3.78672e-05
134,1119.16,0.8844,2.26329,0.88431,0.71382,0.36765,0.4493,0.36731,0.72281,2.4885,0.84807,3.59268e-05,3.59268e-05,3.59268e-05
135,1124.81,0.8571,2.5347,0.89313,0.71382,0.36765,0.4493,0.36731,0.72281,2.4885,0.84807,3.39864e-05,3.39864e-05,3.39864e-05
136,1130.31,0.87338,2.31459,0.89659,0.72065,0.37377,0.45207,0.3702,0.71867,2.45085,0.84778,3.2046e-05,3.2046e-05,3.2046e-05
137,1135.56,0.86992,2.38574,0.88382,0.72065,0.37377,0.45207,0.3702,0.71867,2.45085,0.84778,3.01056e-05,3.01056e-05,3.01056e-05
138,1141.36,0.84992,2.3085,0.90974,0.71928,0.37492,0.45405,0.37308,0.71533,2.41095,0.84733,2.81652e-05,2.81652e-05,2.81652e-05
139,1146.59,0.83746,2.40832,0.88691,0.71928,0.37492,0.45405,0.37308,0.71533,2.41095,0.84733,2.62248e-05,2.62248e-05,2.62248e-05
140,1152.32,0.8757,2.22436,0.8691,0.71303,0.37994,0.45825,0.37677,0.71188,2.3719,0.84698,2.42844e-05,2.42844e-05,2.42844e-05
141,1157.74,0.86029,2.05807,0.90357,0.71303,0.37994,0.45825,0.37677,0.71188,2.3719,0.84698,2.2344e-05,2.2344e-05,2.2344e-05
142,1163.34,0.8314,1.89606,0.89088,0.71393,0.39337,0.46424,0.38053,0.71032,2.30524,0.84643,2.04036e-05,2.04036e-05,2.04036e-05
143,1168.9,0.87673,2.01346,0.88661,0.71393,0.39337,0.46424,0.38053,0.71032,2.30524,0.84643,1.84632e-05,1.84632e-05,1.84632e-05
144,1174.32,0.81457,1.91467,0.89024,0.77787,0.41044,0.46745,0.38266,0.70978,2.24,0.84602,1.65228e-05,1.65228e-05,1.65228e-05
145,1179.53,0.82341,1.93478,0.93289,0.77787,0.41044,0.46745,0.38266,0.70978,2.24,0.84602,1.45824e-05,1.45824e-05,1.45824e-05
146,1185.04,0.81069,1.99373,0.88801,0.78115,0.42171,0.4689,0.38383,0.70944,2.18545,0.84596,1.2642e-05,1.2642e-05,1.2642e-05
147,1190.56,0.84165,1.95032,0.89423,0.78115,0.42171,0.4689,0.38383,0.70944,2.18545,0.84596,1.07016e-05,1.07016e-05,1.07016e-05
148,1195.62,0.8673,2.039,0.90054,0.78564,0.4158,0.4706,0.38569,0.70955,2.13339,0.84594,8.7612e-06,8.7612e-06,8.7612e-06
149,1201.11,0.81981,1.92257,0.91323,0.78564,0.4158,0.4706,0.38569,0.70955,2.13339,0.84594,6.8208e-06,6.8208e-06,6.8208e-06
150,1206.53,0.82339,1.89898,0.8803,0.78411,0.42381,0.47272,0.38674,0.70988,2.08852,0.84616,4.8804e-06,4.8804e-06,4.8804e-06
